mini_date,mini_time,mini_BV,mini_T,mini_DO,mini_Q,,arduino_date,arduino_time,arduino_Conduct,arduino_T,,
08/12/2017,20:07,3.52,28.838,2.461,1.001,,08/12/2017,02:10,0.81,28.23,,
08/12/2017,20:17,3.52,28.821,2.458,1.001,,08/12/2017,02:15,0.71,28.23,,
08/12/2017,20:27,3.52,28.821,2.437,1.001,,08/12/2017,02:20,0.72,28.23,,
08/12/2017,20:37,3.52,28.846,2.435,1.001,,08/12/2017,02:25,0.79,28.23,,
08/12/2017,20:47,3.52,28.829,2.386,1.001,,08/12/2017,02:30,0.84,28.23,,
08/12/2017,20:57,3.52,28.821,2.28,1.001,,08/12/2017,02:35,0.76,28.23,,
08/12/2017,21:07,3.52,28.829,2.437,1.001,,08/12/2017,02:40,0.83,28.23,,
08/12/2017,21:17,3.52,28.812,2.368,1.001,,08/12/2017,02:45,0.84,28.23,,
08/12/2017,21:27,3.52,28.803,2.31,1.002,,08/12/2017,02:50,1.45,28.23,,
08/12/2017,21:37,3.52,28.795,2.264,1,,08/12/2017,02:55,1.88,28.23,,
08/12/2017,21:47,3.52,28.803,2.431,1,,08/12/2017,03:00,1.27,28.23,,
08/12/2017,21:57,3.52,28.761,2.672,1.002,,08/12/2017,03:05,0.84,28.23,,
08/12/2017,22:07,3.52,28.743,2.894,1.001,,08/12/2017,03:10,0.81,28.23,,
08/12/2017,22:17,3.52,28.735,2.913,1.001,,08/12/2017,03:15,0.74,28.23,,
08/12/2017,22:27,3.52,28.718,2.791,1.001,,08/12/2017,03:20,0.77,28.32,,
08/12/2017,22:37,3.52,28.683,2.989,1,,08/12/2017,03:25,0.82,28.32,,
08/12/2017,22:47,3.52,28.718,2.942,1.001,,08/12/2017,03:30,0.82,28.32,,
08/12/2017,22:57,3.52,28.683,3.045,1.001,,08/12/2017,03:35,0.79,28.32,,
08/12/2017,23:07,3.52,28.701,2.784,1.001,,08/12/2017,03:40,0.75,28.32,,
08/12/2017,23:17,3.52,28.658,2.576,1,,08/12/2017,03:45,0.69,28.32,,
08/12/2017,23:27,3.52,28.675,2.643,1.001,,08/12/2017,03:50,0.65,28.32,,
08/12/2017,23:37,3.52,28.649,2.825,1.001,,08/12/2017,03:55,0.72,28.32,,
08/12/2017,23:47,3.52,28.632,2.718,0.999,,08/12/2017,04:00,0.66,28.32,,
08/12/2017,23:57,3.52,28.632,2.81,1,,08/12/2017,04:05,0.67,28.32,,
09/12/2017,0:07,3.52,28.632,2.787,1.002,,08/12/2017,04:10,0.68,28.32,,
09/12/2017,0:17,3.52,28.632,2.8,1,,08/12/2017,04:15,0.7,28.32,,
09/12/2017,0:27,3.52,28.632,2.951,1.001,,08/12/2017,04:20,0.74,28.32,,
09/12/2017,0:37,3.52,28.598,3.093,1.001,,08/12/2017,04:25,0.76,28.41,,
09/12/2017,0:47,3.52,28.598,3.008,1.001,,08/12/2017,04:30,0.74,28.32,,
09/12/2017,0:57,3.52,28.606,3.129,1.001,,08/12/2017,04:35,0.67,28.32,,
09/12/2017,1:07,3.52,28.615,3.298,1.001,,08/12/2017,04:40,0.71,28.41,,
09/12/2017,1:17,3.52,28.615,3.295,1.002,,08/12/2017,04:45,0.77,28.41,,
09/12/2017,1:27,3.52,28.623,3.174,1.001,,08/12/2017,04:50,0.83,28.41,,
09/12/2017,1:37,3.52,28.623,3.275,1.002,,08/12/2017,04:55,0.84,28.41,,
09/12/2017,1:47,3.52,28.632,3.153,1,,08/12/2017,05:00,1.27,28.51,,
09/12/2017,1:57,3.52,28.641,3.138,1.001,,08/12/2017,05:05,1.19,28.51,,
09/12/2017,2:07,3.52,28.675,3.19,1.001,,08/12/2017,05:10,0.84,28.41,,
09/12/2017,2:17,3.52,28.675,3.185,1,,08/12/2017,05:15,0.83,28.6,,
09/12/2017,2:27,3.52,28.701,3.146,1.001,,08/12/2017,05:20,2.39,28.51,,
09/12/2017,2:37,3.52,28.718,3.245,1.001,,08/12/2017,05:25,0.93,28.51,,
09/12/2017,2:47,3.52,28.726,3.35,1.002,,08/12/2017,05:30,1.1,28.51,,
09/12/2017,2:57,3.52,28.743,3.38,1.001,,08/12/2017,05:35,0.84,28.69,,
09/12/2017,3:07,3.52,28.743,3.334,1,,08/12/2017,05:40,0.83,28.6,,
09/12/2017,3:17,3.52,28.769,3.452,1,,08/12/2017,05:45,1.45,28.6,,
09/12/2017,3:27,3.52,28.786,3.471,1,,08/12/2017,05:50,0.83,28.41,,
09/12/2017,3:37,3.52,28.803,3.507,1,,08/12/2017,05:55,0.79,28.51,,
09/12/2017,3:47,3.52,28.821,3.644,1.001,,08/12/2017,06:00,1.19,28.51,,
09/12/2017,3:57,3.52,28.846,3.446,1.001,,08/12/2017,06:05,0.82,28.51,,
09/12/2017,4:07,3.52,28.906,3.413,1,,08/12/2017,06:10,0.84,28.41,,
09/12/2017,4:17,3.52,28.906,3.425,1.001,,08/12/2017,06:15,0.61,29.24,,
09/12/2017,4:27,3.52,28.915,3.325,1.001,,08/12/2017,06:20,0.64,29.52,,
09/12/2017,4:37,3.52,28.932,3.417,1,,08/12/2017,06:25,0.74,29.52,,
09/12/2017,4:47,3.52,28.915,3.384,1,,08/12/2017,06:30,0.8,29.24,,
09/12/2017,4:57,3.52,28.915,3.385,0.999,,08/12/2017,06:35,0.82,29.33,,
09/12/2017,5:07,3.52,29.069,3.371,1.001,,08/12/2017,06:40,0.79,29.15,,
09/12/2017,5:17,3.52,28.932,3.275,1.001,,08/12/2017,06:45,0.74,29.15,,
09/12/2017,5:27,3.52,29.379,3.631,1.001,,08/12/2017,06:50,0.81,29.24,,
09/12/2017,5:37,3.52,29.241,3.513,1.001,,08/12/2017,06:55,0.82,29.15,,
09/12/2017,5:47,3.52,29.525,3.68,1,,08/12/2017,07:00,0.75,29.15,,
09/12/2017,5:57,3.52,29.723,3.704,1,,08/12/2017,07:05,0.72,29.24,,
09/12/2017,6:07,3.52,30.043,3.841,1,,08/12/2017,07:10,0.7,29.06,,
09/12/2017,6:17,3.52,30.198,3.831,1.001,,08/12/2017,07:15,0.77,29.24,,
09/12/2017,6:27,3.52,29.844,3.461,0.999,,08/12/2017,07:20,0.82,29.06,,
09/12/2017,6:37,3.52,30.034,3.488,1,,08/12/2017,07:25,1.53,28.87,,
09/12/2017,6:47,3.52,30.017,3.381,1.001,,08/12/2017,07:30,1.27,29.33,,
09/12/2017,6:57,3.52,30.094,3.475,1,,08/12/2017,07:35,1.96,29.24,,
09/12/2017,7:07,3.52,29.784,3.423,1,,08/12/2017,07:40,2.13,29.06,,
09/12/2017,7:17,3.52,30.025,3.453,1,,08/12/2017,07:45,0.8,28.78,,
09/12/2017,7:27,3.52,30.06,3.522,0.999,,08/12/2017,07:50,0.82,28.87,,
09/12/2017,7:37,3.52,29.87,3.37,1,,08/12/2017,07:55,1.36,28.78,,
09/12/2017,7:47,3.52,29.732,3.441,0.999,,08/12/2017,08:00,2.31,28.87,,
09/12/2017,7:57,3.52,29.525,3.224,1,,08/12/2017,08:05,2.13,28.78,,
09/12/2017,8:07,3.52,29.379,3.221,1,,08/12/2017,08:10,2.74,28.87,,
09/12/2017,8:17,3.52,29.293,3.233,1.001,,08/12/2017,08:15,2.05,28.96,,
09/12/2017,8:27,3.52,29.284,3.244,1,,08/12/2017,08:20,1.79,29.06,,
09/12/2017,8:37,3.52,29.267,3.238,1.001,,08/12/2017,08:25,2.39,28.96,,
09/12/2017,8:47,3.52,29.387,3.164,1.002,,08/12/2017,08:30,1.19,28.87,,
09/12/2017,8:57,3.52,29.379,3.073,1.001,,08/12/2017,08:35,1.36,28.87,,
09/12/2017,9:07,3.52,29.542,3.38,1.001,,08/12/2017,08:40,1.36,28.96,,
09/12/2017,9:17,3.52,29.525,3.274,1,,08/12/2017,08:45,0.77,28.87,,
09/12/2017,9:27,3.52,29.663,3.416,1,,08/12/2017,08:50,0.81,28.87,,
09/12/2017,9:37,3.52,29.749,3.311,1.001,,08/12/2017,08:55,1.62,28.78,,
09/12/2017,9:47,3.52,29.749,3.412,1,,08/12/2017,09:00,2.05,28.96,,
09/12/2017,9:57,3.52,29.594,3.403,1.001,,08/12/2017,09:05,0.76,28.87,,
09/12/2017,10:07,3.52,29.585,3.29,1.001,,08/12/2017,09:10,0.8,29.15,,
09/12/2017,10:17,3.52,29.603,3.224,1.002,,08/12/2017,09:15,0.78,29.24,,
09/12/2017,10:27,3.52,29.559,3.519,1,,08/12/2017,09:20,0.82,29.24,,
09/12/2017,10:37,3.52,29.534,3.41,1,,08/12/2017,09:25,1.19,29.33,,
09/12/2017,10:47,3.52,29.594,3.417,0.999,,08/12/2017,09:30,1.53,29.15,,
09/12/2017,10:57,3.52,29.577,3.578,1.001,,08/12/2017,09:35,1.1,29.15,,
09/12/2017,11:07,3.52,29.62,3.584,1.001,,08/12/2017,09:40,0.83,29.24,,
09/12/2017,11:17,3.52,29.611,3.643,1,,08/12/2017,09:45,0.77,29.15,,
09/12/2017,11:27,3.52,29.594,3.614,1,,08/12/2017,09:50,0.83,29.33,,
09/12/2017,11:37,3.52,29.568,3.669,1,,08/12/2017,09:55,0.79,29.52,,
09/12/2017,11:47,3.52,29.559,3.584,1.001,,08/12/2017,10:00,0.78,29.42,,
09/12/2017,11:57,3.52,29.508,3.633,1,,08/12/2017,10:05,0.79,29.33,,
09/12/2017,12:07,3.52,29.499,3.519,1,,08/12/2017,10:10,0.72,29.24,,
09/12/2017,12:17,3.52,29.465,3.57,1.001,,08/12/2017,10:15,0.77,29.15,,
09/12/2017,12:27,3.52,29.439,3.815,0.999,,08/12/2017,10:20,0.78,29.15,,
09/12/2017,12:37,3.52,29.405,3.691,0.999,,08/12/2017,10:25,0.77,29.06,,
09/12/2017,12:47,3.52,29.396,3.659,1,,08/12/2017,10:30,0.76,29.06,,
09/12/2017,12:57,3.52,29.379,3.664,1.001,,08/12/2017,10:35,0.78,29.06,,
09/12/2017,13:07,3.52,29.336,3.502,1,,08/12/2017,10:40,0.78,29.06,,
09/12/2017,13:17,3.52,29.336,3.461,1.001,,08/12/2017,10:45,0.75,29.06,,
09/12/2017,13:27,3.52,29.31,3.381,1.001,,08/12/2017,10:50,0.68,29.06,,
09/12/2017,13:37,3.52,29.301,3.456,1.001,,08/12/2017,10:55,0.72,29.15,,
09/12/2017,13:47,3.52,29.301,3.241,1.001,,08/12/2017,11:00,0.75,29.15,,
09/12/2017,13:57,3.52,29.31,3.439,1,,08/12/2017,11:05,0.74,29.15,,
09/12/2017,14:07,3.52,29.276,3.371,1.001,,08/12/2017,11:10,0.76,29.15,,
09/12/2017,14:17,3.52,29.284,3.352,1.001,,08/12/2017,11:15,0.76,29.15,,
09/12/2017,14:27,3.52,29.284,3.193,1.002,,08/12/2017,11:20,0.79,29.15,,
09/12/2017,14:37,3.52,29.267,3.287,1.001,,08/12/2017,11:25,0.79,29.24,,
09/12/2017,14:47,3.52,29.241,3.261,1,,08/12/2017,11:30,0.77,29.24,,
09/12/2017,14:57,3.52,29.25,3.329,1.001,,08/12/2017,11:35,0.8,29.15,,
09/12/2017,15:07,3.52,29.241,3.257,1.001,,08/12/2017,11:40,0.8,29.15,,
09/12/2017,15:17,3.52,29.241,3.228,1.001,,08/12/2017,11:45,0.81,29.15,,
09/12/2017,15:27,3.52,29.233,3.169,1,,08/12/2017,11:50,0.8,29.15,,
09/12/2017,15:37,3.52,29.198,3.127,1.001,,08/12/2017,11:55,0.79,29.15,,
09/12/2017,15:47,3.52,29.224,3.104,1.001,,08/12/2017,12:00,0.81,29.15,,
09/12/2017,15:57,3.52,29.207,3.082,1.001,,08/12/2017,12:05,0.8,29.15,,
09/12/2017,16:07,3.52,29.198,3.03,1,,08/12/2017,12:10,0.81,29.06,,
09/12/2017,16:17,3.52,29.215,3.022,1,,08/12/2017,12:15,0.81,29.06,,
09/12/2017,16:27,3.52,29.215,3.236,1.001,,08/12/2017,12:20,0.83,29.06,,
09/12/2017,16:37,3.52,29.181,3.18,1.001,,08/12/2017,12:25,0.81,29.06,,
09/12/2017,16:47,3.52,29.19,3.19,1,,08/12/2017,12:30,0.82,29.06,,
09/12/2017,16:57,3.52,29.19,3.16,1.001,,08/12/2017,12:35,0.83,29.06,,
09/12/2017,17:07,3.52,29.155,3.196,1.002,,08/12/2017,12:40,0.82,29.06,,
09/12/2017,17:17,3.52,29.138,3.198,1.001,,08/12/2017,12:45,0.71,29.06,,
09/12/2017,17:27,3.52,29.138,3.133,1.001,,08/12/2017,12:50,0.74,28.96,,
09/12/2017,17:37,3.52,29.129,3.313,1.002,,08/12/2017,12:55,0.69,28.96,,
09/12/2017,17:47,3.52,29.095,3.417,1,,08/12/2017,13:00,0.7,28.96,,
09/12/2017,17:57,3.52,29.087,3.278,1.001,,08/12/2017,13:05,0.75,28.96,,
09/12/2017,18:07,3.52,29.129,3.242,1,,08/12/2017,13:10,0.74,28.96,,
09/12/2017,18:17,3.52,29.112,3.222,1.001,,08/12/2017,13:15,0.77,28.96,,
09/12/2017,18:27,3.52,29.095,3.157,1.001,,08/12/2017,13:20,0.77,28.96,,
09/12/2017,18:37,3.52,29.069,3.26,1,,08/12/2017,13:25,0.78,28.96,,
09/12/2017,18:47,3.52,29.104,3.182,1.001,,08/12/2017,13:30,0.79,28.96,,
09/12/2017,18:57,3.52,29.069,3.104,1,,08/12/2017,13:35,0.79,28.96,,
09/12/2017,19:07,3.52,29.129,2.981,1.001,,08/12/2017,13:40,0.76,28.96,,
09/12/2017,19:17,3.52,29.138,2.832,1.001,,08/12/2017,13:45,0.77,28.96,,
09/12/2017,19:27,3.52,29.147,2.82,1.001,,08/12/2017,13:50,0.79,28.96,,
09/12/2017,19:37,3.52,29.138,2.827,1.002,,08/12/2017,13:55,0.75,28.96,,
09/12/2017,19:47,3.52,29.112,2.91,1.001,,08/12/2017,14:00,0.75,28.96,,
09/12/2017,19:57,3.52,29.069,2.994,1,,08/12/2017,14:05,0.78,28.96,,
09/12/2017,20:07,3.52,29.026,3.169,1.001,,08/12/2017,14:10,0.71,28.96,,
09/12/2017,20:17,3.52,29.018,3.341,0.999,,08/12/2017,14:15,0.73,28.96,,
09/12/2017,20:27,3.52,29.018,3.318,1.002,,08/12/2017,14:20,0.76,28.96,,
09/12/2017,20:37,3.52,28.966,3.377,1.001,,08/12/2017,14:25,0.77,28.96,,
09/12/2017,20:47,3.52,28.984,3.455,1,,08/12/2017,14:30,0.77,28.96,,
09/12/2017,20:57,3.52,28.966,3.244,1.001,,08/12/2017,14:35,0.78,28.96,,
09/12/2017,21:07,3.52,28.958,3.476,1.001,,08/12/2017,14:40,0.74,28.87,,
09/12/2017,21:17,3.52,28.958,3.502,1.001,,08/12/2017,14:45,0.75,28.87,,
09/12/2017,21:27,3.52,28.958,3.519,1.001,,08/12/2017,14:50,0.77,28.87,,
09/12/2017,21:37,3.52,28.932,3.593,0.999,,08/12/2017,14:55,0.81,28.96,,
09/12/2017,21:47,3.52,28.932,3.581,1.001,,08/12/2017,15:00,0.81,28.87,,
09/12/2017,21:57,3.52,28.949,3.585,1.001,,08/12/2017,15:05,0.82,28.87,,
09/12/2017,22:07,3.52,28.923,3.649,0.999,,08/12/2017,15:10,0.81,28.87,,
09/12/2017,22:17,3.52,28.898,3.612,1.001,,08/12/2017,15:15,0.82,28.87,,
09/12/2017,22:27,3.52,28.898,3.586,1,,08/12/2017,15:20,0.82,28.87,,
09/12/2017,22:37,3.52,28.898,3.656,1,,08/12/2017,15:25,0.83,28.96,,
09/12/2017,22:47,3.52,28.872,3.684,1,,08/12/2017,15:30,0.82,28.87,,
09/12/2017,22:57,3.52,28.863,3.619,1,,08/12/2017,15:35,0.84,28.87,,
09/12/2017,23:07,3.52,28.872,3.709,1.001,,08/12/2017,15:40,0.83,28.87,,
09/12/2017,23:17,3.52,28.881,3.662,1,,08/12/2017,15:45,0.84,28.87,,
09/12/2017,23:27,3.52,28.863,3.565,1,,08/12/2017,15:50,0.83,28.87,,
09/12/2017,23:37,3.52,28.872,3.539,1.001,,08/12/2017,15:55,0.83,28.87,,
09/12/2017,23:47,3.52,28.838,3.687,1,,08/12/2017,16:00,0.82,28.87,,
09/12/2017,23:57,3.52,28.838,3.607,0.999,,08/12/2017,16:05,0.74,28.87,,
10/12/2017,0:07,3.52,28.838,3.577,1.001,,08/12/2017,16:10,0.77,28.87,,
10/12/2017,0:17,3.52,28.821,3.541,1,,08/12/2017,16:15,0.79,28.87,,
10/12/2017,0:27,3.52,28.829,3.546,1,,08/12/2017,16:20,0.82,28.87,,
10/12/2017,0:37,3.52,28.812,3.564,1,,08/12/2017,16:25,0.82,28.87,,
10/12/2017,0:47,3.52,28.829,3.432,1,,08/12/2017,16:30,0.83,28.87,,
10/12/2017,0:57,3.52,28.812,3.457,1,,08/12/2017,16:35,0.82,28.87,,
10/12/2017,1:07,3.52,28.821,3.685,1,,08/12/2017,16:40,0.81,28.87,,
10/12/2017,1:17,3.52,28.786,3.607,1,,08/12/2017,16:45,0.84,28.87,,
10/12/2017,1:27,3.52,28.821,3.618,0.999,,08/12/2017,16:50,0.83,28.87,,
10/12/2017,1:37,3.52,28.786,3.519,1,,08/12/2017,16:55,0.83,28.87,,
10/12/2017,1:47,3.52,28.821,3.585,1,,08/12/2017,17:00,0.84,28.87,,
10/12/2017,1:57,3.52,28.838,3.564,1.001,,08/12/2017,17:05,0.84,28.87,,
10/12/2017,2:07,3.52,28.821,3.444,1.001,,08/12/2017,17:10,0.81,28.87,,
10/12/2017,2:17,3.52,28.838,3.504,1,,08/12/2017,17:15,0.83,28.87,,
10/12/2017,2:27,3.52,28.838,3.547,1,,08/12/2017,17:20,0.83,28.87,,
10/12/2017,2:37,3.52,28.881,3.875,1,,08/12/2017,17:25,2.13,28.78,,
10/12/2017,2:47,3.52,28.898,3.84,1,,08/12/2017,17:30,2.39,28.78,,
10/12/2017,2:57,3.52,28.898,3.735,1,,08/12/2017,17:35,2.05,28.87,,
10/12/2017,3:07,3.52,28.923,3.782,1,,08/12/2017,17:40,1.7,28.78,,
10/12/2017,3:17,3.52,28.923,3.834,1,,08/12/2017,17:45,1.45,28.78,,
10/12/2017,3:27,3.52,28.949,3.819,0.999,,08/12/2017,17:50,1.45,28.87,,
10/12/2017,3:37,3.52,28.941,3.919,1,,08/12/2017,17:55,2.13,28.78,,
10/12/2017,3:47,3.52,28.984,3.836,0.999,,08/12/2017,18:00,1.7,28.87,,
10/12/2017,3:57,3.52,28.984,3.763,1,,08/12/2017,18:05,1.1,28.87,,
10/12/2017,4:07,3.52,28.975,3.699,0.999,,08/12/2017,18:10,1.19,28.78,,
10/12/2017,4:17,3.52,29.018,3.732,1,,08/12/2017,18:15,1.02,28.78,,
10/12/2017,4:27,3.52,29.018,3.772,0.999,,08/12/2017,18:20,1.36,28.78,,
10/12/2017,4:37,3.52,29.044,3.73,1,,08/12/2017,18:25,1.45,28.87,,
10/12/2017,4:47,3.52,29.095,3.845,1,,08/12/2017,18:30,1.27,28.87,,
10/12/2017,4:57,3.52,29.104,3.453,1.001,,08/12/2017,18:35,1.45,28.78,,
10/12/2017,5:07,3.52,29.104,3.678,1,,08/12/2017,18:40,1.88,28.87,,
10/12/2017,5:17,3.52,29.258,3.744,0.999,,08/12/2017,18:45,1.88,28.87,,
10/12/2017,5:27,3.52,29.353,3.787,1,,08/12/2017,18:50,1.88,28.87,,
10/12/2017,5:37,3.52,29.215,3.849,0.998,,08/12/2017,18:55,1.96,28.87,,
10/12/2017,5:47,3.52,29.62,4.07,1,,08/12/2017,19:00,2.39,28.87,,
10/12/2017,5:57,3.52,29.697,3.974,0.999,,08/12/2017,19:05,2.74,28.96,,
10/12/2017,6:07,3.52,29.671,4.056,0.999,,08/12/2017,19:10,2.74,28.96,,
10/12/2017,6:17,3.52,29.809,3.968,1,,08/12/2017,19:15,2.74,28.96,,
10/12/2017,6:27,3.52,30.259,4.302,1,,08/12/2017,19:20,2.31,28.96,,
10/12/2017,6:37,3.52,29.637,3.904,0.998,,08/12/2017,19:25,2.39,28.87,,
10/12/2017,6:47,3.52,29.749,3.841,0.999,,08/12/2017,19:30,2.65,28.96,,
10/12/2017,6:57,3.52,30.146,4.361,0.999,,08/12/2017,19:35,2.82,28.87,,
10/12/2017,7:07,3.52,29.749,3.979,0.999,,08/12/2017,19:40,2.48,28.87,,
10/12/2017,7:17,3.52,29.654,3.852,1,,08/12/2017,19:45,2.56,28.87,,
10/12/2017,7:27,3.52,29.697,3.956,1,,08/12/2017,19:50,3.08,28.87,,
10/12/2017,7:37,3.52,29.939,3.94,1,,08/12/2017,19:55,2.91,28.87,,
10/12/2017,7:47,3.52,29.948,3.797,1,,08/12/2017,20:00,2.74,28.87,,
10/12/2017,7:57,3.52,29.982,3.759,1,,08/12/2017,20:05,2.91,28.87,,
10/12/2017,8:07,3.52,29.62,3.447,1.001,,08/12/2017,20:10,3.1,28.87,,
10/12/2017,8:17,3.52,29.603,3.556,1,,08/12/2017,20:15,3.59,28.87,,
10/12/2017,8:27,3.52,29.706,3.707,1,,08/12/2017,20:20,4.07,28.87,,
10/12/2017,8:37,3.52,29.766,3.694,1,,08/12/2017,20:25,4.31,28.78,,
10/12/2017,8:47,3.52,29.93,3.639,1,,08/12/2017,20:30,5.03,28.87,,
10/12/2017,8:57,3.52,30.043,3.457,1,,08/12/2017,20:35,5.51,28.87,,
10/12/2017,9:07,3.52,29.809,3.609,1,,08/12/2017,20:40,7.44,28.87,,
10/12/2017,9:17,3.52,29.74,3.57,1.001,,08/12/2017,20:45,8.17,28.78,,
10/12/2017,9:27,3.52,29.697,3.644,1,,08/12/2017,20:50,8.65,28.78,,
10/12/2017,9:37,3.52,29.775,3.54,1,,08/12/2017,20:55,9.85,28.78,,
10/12/2017,9:47,3.52,29.801,3.53,1,,08/12/2017,21:00,11.06,28.87,,
10/12/2017,9:57,3.52,29.766,3.503,1,,08/12/2017,21:05,11.78,28.78,,
10/12/2017,10:07,3.52,29.758,3.713,0.999,,08/12/2017,21:10,12.5,28.78,,
10/12/2017,10:17,3.52,29.766,3.674,0.999,,08/12/2017,21:15,12.99,28.87,,
10/12/2017,10:27,3.52,29.74,3.726,1,,08/12/2017,21:20,13.47,28.78,,
