mini_date,mini_time,mini_BV,mini_T,mini_DO,mini_Q,,arduino_date,arduino_time,arduino_Conduct,arduino_T,,
12/12/2017,0:57,3.52,28.915,3.167,1,,09/12/2017,16:35,2.39,29.24,,
12/12/2017,1:07,3.52,28.932,3.331,1.001,,09/12/2017,16:40,0.76,29.24,,
12/12/2017,1:17,3.52,28.915,3.245,1.001,,09/12/2017,16:45,1.53,29.24,,
12/12/2017,1:27,3.52,28.889,3.083,1.001,,09/12/2017,16:50,1.96,29.24,,
12/12/2017,1:37,3.52,28.889,3.296,1.001,,09/12/2017,16:55,2.22,29.24,,
12/12/2017,1:47,3.52,28.881,3.163,1,,09/12/2017,17:00,2.56,29.24,,
12/12/2017,1:57,3.52,28.881,3.37,1.001,,09/12/2017,17:05,2.65,29.24,,
12/12/2017,2:07,3.52,28.881,3.321,1.001,,09/12/2017,17:10,2.82,29.24,,
12/12/2017,2:17,3.52,28.906,3.453,1,,09/12/2017,17:15,2.56,29.24,,
12/12/2017,2:27,3.52,28.941,3.52,1.001,,09/12/2017,17:20,2.65,29.24,,
12/12/2017,2:37,3.52,28.941,3.546,1.002,,09/12/2017,17:25,2.82,29.24,,
12/12/2017,2:47,3.52,28.949,3.638,1,,09/12/2017,17:30,2.82,29.24,,
12/12/2017,2:57,3.52,28.966,3.705,1,,09/12/2017,17:35,2.99,29.24,,
12/12/2017,3:07,3.52,28.958,3.698,1.001,,09/12/2017,17:40,2.74,29.24,,
12/12/2017,3:17,3.52,28.992,3.763,1.001,,09/12/2017,17:45,2.91,29.24,,
12/12/2017,3:27,3.52,29.026,3.637,1,,09/12/2017,17:50,2.65,29.24,,
12/12/2017,3:37,3.52,29.044,3.8,1,,09/12/2017,17:55,2.82,29.24,,
12/12/2017,3:47,3.52,29.035,3.611,1,,09/12/2017,18:00,2.82,29.15,,
12/12/2017,3:57,3.52,29.052,3.491,1,,09/12/2017,18:05,1.96,29.15,,
12/12/2017,4:07,3.52,29.078,3.637,1,,09/12/2017,18:10,1.62,29.15,,
12/12/2017,4:17,3.52,29.164,3.781,0.999,,09/12/2017,18:15,1.79,29.15,,
12/12/2017,4:27,3.52,29.138,3.548,0.999,,09/12/2017,18:20,2.22,29.15,,
12/12/2017,4:37,3.52,29.19,3.665,1,,09/12/2017,18:25,2.39,29.15,,
12/12/2017,4:47,3.52,29.215,3.698,0.999,,09/12/2017,18:30,0.79,29.15,,
12/12/2017,4:57,3.52,29.104,3.653,1,,09/12/2017,18:35,0.83,29.15,,
12/12/2017,5:07,3.52,29.181,3.502,1.001,,09/12/2017,18:40,1.88,29.15,,
12/12/2017,5:17,3.52,29.233,3.619,1,,09/12/2017,18:45,2.31,29.15,,
12/12/2017,5:27,3.52,29.241,3.615,1,,09/12/2017,18:50,2.74,29.15,,
12/12/2017,5:37,3.52,29.327,3.429,1,,09/12/2017,18:55,2.48,29.15,,
12/12/2017,5:47,3.52,29.198,3.534,0.999,,09/12/2017,19:00,2.31,29.15,,
12/12/2017,5:57,3.52,29.448,3.554,1,,09/12/2017,19:05,2.48,29.15,,
12/12/2017,6:07,3.52,29.482,3.514,1.001,,09/12/2017,19:10,1.96,29.15,,
12/12/2017,6:17,3.52,29.387,3.481,1.001,,09/12/2017,19:15,1.27,29.15,,
12/12/2017,6:27,3.52,29.689,3.596,0.999,,09/12/2017,19:20,1.02,29.15,,
12/12/2017,6:37,3.52,29.482,3.583,1,,09/12/2017,19:25,1.62,29.15,,
12/12/2017,6:47,3.52,29.293,3.334,1,,09/12/2017,19:30,1.79,29.06,,
12/12/2017,6:57,3.52,29.93,4.006,1.001,,09/12/2017,19:35,2.86,29.06,,
12/12/2017,7:07,3.52,30.008,3.91,0.999,,09/12/2017,19:40,3.08,29.06,,
12/12/2017,7:17,3.52,30.181,4.014,1,,09/12/2017,19:45,3.59,29.15,,
12/12/2017,7:27,3.52,30.328,3.874,1,,09/12/2017,19:50,4.31,29.15,,
12/12/2017,7:37,3.52,30.267,3.801,0.999,,09/12/2017,19:55,3.59,29.15,,
12/12/2017,7:47,3.52,30.458,4.112,0.998,,09/12/2017,20:00,6,29.15,,
12/12/2017,7:57,3.52,30.397,3.929,0.998,,09/12/2017,20:05,6.48,29.15,,
12/12/2017,8:07,3.52,30.051,3.361,1,,09/12/2017,20:10,6.48,29.15,,
12/12/2017,8:17,3.52,29.887,3.487,1,,09/12/2017,20:15,6.48,29.15,,
12/12/2017,8:27,3.52,29.965,3.484,1.002,,09/12/2017,20:20,5.27,29.15,,
12/12/2017,8:37,3.52,29.792,3.424,1,,09/12/2017,20:25,7.68,29.15,,
12/12/2017,8:47,3.52,29.809,3.55,1,,09/12/2017,20:30,6.96,29.15,,
12/12/2017,8:57,3.52,30.017,3.72,1,,09/12/2017,20:35,7.44,29.15,,
12/12/2017,9:07,3.52,29.991,3.491,0.999,,09/12/2017,20:40,7.44,29.15,,
12/12/2017,9:17,3.52,30.017,3.663,0.999,,09/12/2017,20:45,8.17,29.06,,
12/12/2017,9:27,3.52,29.922,3.405,1.001,,09/12/2017,20:50,7.92,29.06,,
12/12/2017,9:37,3.52,29.896,3.48,1,,09/12/2017,20:55,8.65,29.06,,
12/12/2017,9:47,3.52,29.87,3.277,1,,09/12/2017,21:00,9.37,29.06,,
12/12/2017,9:57,3.52,29.87,3.387,1.001,,09/12/2017,21:05,8.17,29.06,,
12/12/2017,10:07,3.52,29.878,3.269,1,,09/12/2017,21:10,8.65,29.06,,
12/12/2017,10:17,3.52,29.861,3.301,1,,09/12/2017,21:15,8.41,29.06,,
12/12/2017,10:27,3.52,29.792,3.381,1,,09/12/2017,21:20,9.13,29.06,,
12/12/2017,10:37,3.52,29.706,3.23,1.001,,09/12/2017,21:25,8.41,29.06,,
12/12/2017,10:47,3.52,29.715,2.835,1.001,,09/12/2017,21:30,8.89,28.96,,
12/12/2017,10:57,3.52,29.671,3.05,1,,09/12/2017,21:35,8.89,28.96,,
12/12/2017,11:07,3.52,29.654,3.234,0.999,,09/12/2017,21:40,8.17,28.96,,
12/12/2017,11:17,3.52,29.697,3.456,1.001,,09/12/2017,21:45,9.37,28.96,,
12/12/2017,11:27,3.52,29.723,3.28,1.001,,09/12/2017,21:50,5.76,28.96,,
12/12/2017,11:37,3.52,29.715,3.284,1.001,,09/12/2017,21:55,6.24,28.96,,
12/12/2017,11:47,3.52,29.697,3.306,1,,09/12/2017,22:00,6.24,28.96,,
12/12/2017,11:57,3.52,29.663,3.2,1.001,,09/12/2017,22:05,4.79,28.96,,
12/12/2017,12:07,3.52,29.628,3.434,1.001,,09/12/2017,22:10,6.72,28.96,,
12/12/2017,12:17,3.52,29.611,3.317,1.001,,09/12/2017,22:15,7.2,28.96,,
12/12/2017,12:27,3.52,29.551,3.58,1,,09/12/2017,22:20,6.72,28.96,,
12/12/2017,12:37,3.52,29.516,3.48,1,,09/12/2017,22:25,7.44,28.96,,
12/12/2017,12:47,3.52,29.499,3.404,1,,09/12/2017,22:30,6,28.96,,
12/12/2017,12:57,3.52,29.465,3.398,1,,09/12/2017,22:35,7.2,28.96,,
12/12/2017,13:07,3.52,29.448,3.333,1,,09/12/2017,22:40,5.76,28.96,,
12/12/2017,13:17,3.52,29.43,3.225,1,,09/12/2017,22:45,6.96,28.96,,
12/12/2017,13:27,3.52,29.422,3.241,1.002,,09/12/2017,22:50,7.2,28.96,,
12/12/2017,13:37,3.52,29.387,3.292,1,,09/12/2017,22:55,6.96,28.96,,
12/12/2017,13:47,3.52,29.37,3.124,1.001,,09/12/2017,23:00,5.03,28.96,,
12/12/2017,13:57,3.52,29.362,3.231,1,,09/12/2017,23:05,7.2,28.87,,
12/12/2017,14:07,3.52,29.353,3.078,1.001,,09/12/2017,23:10,7.2,28.96,,
12/12/2017,14:17,3.52,29.327,3.125,1.001,,09/12/2017,23:15,6.72,28.87,,
12/12/2017,14:27,3.52,29.327,3.207,1,,09/12/2017,23:20,6.72,28.87,,
12/12/2017,14:37,3.52,29.31,3.163,1,,09/12/2017,23:25,6.48,28.87,,
12/12/2017,14:47,3.52,29.31,3.154,1.001,,09/12/2017,23:30,5.76,28.87,,
12/12/2017,14:57,3.52,29.301,3.245,1,,09/12/2017,23:35,5.27,28.87,,
12/12/2017,15:07,3.52,29.293,3.287,1.001,,09/12/2017,23:40,5.51,28.87,,
12/12/2017,15:17,3.52,29.31,3.353,1.001,,09/12/2017,23:45,2.99,28.87,,
12/12/2017,15:27,3.52,29.301,3.35,1.001,,09/12/2017,23:50,5.51,28.87,,
12/12/2017,15:37,3.52,29.293,3.451,1,,09/12/2017,23:55,5.51,28.87,,
12/12/2017,15:47,3.52,29.31,3.235,1.001,,10/12/2017,00:00,5.03,28.87,,
12/12/2017,15:57,3.52,29.276,3.287,1.001,,10/12/2017,00:05,5.27,28.87,,
12/12/2017,16:07,3.52,29.284,3.247,1.001,,10/12/2017,00:10,2.99,28.87,,
12/12/2017,16:17,3.52,29.293,3.447,0.999,,10/12/2017,00:15,2.48,28.87,,
12/12/2017,16:27,3.52,29.284,3.365,1,,10/12/2017,00:20,2.86,28.87,,
12/12/2017,16:37,3.52,29.267,3.362,1,,10/12/2017,00:25,2.99,28.87,,
12/12/2017,16:47,3.52,29.276,3.081,1,,10/12/2017,00:30,1.53,28.87,,
12/12/2017,16:57,3.52,29.301,3.435,1,,10/12/2017,00:35,2.39,28.87,,
12/12/2017,17:07,3.52,29.293,3.336,1,,10/12/2017,00:40,1.27,28.87,,
12/12/2017,17:17,3.52,29.284,3.34,1,,10/12/2017,00:45,1.19,28.87,,
12/12/2017,17:27,3.52,29.293,3.195,1,,10/12/2017,00:50,1.79,28.87,,
12/12/2017,17:37,3.52,29.293,3.282,1,,10/12/2017,00:55,0.76,28.87,,
12/12/2017,17:47,3.52,29.284,3.318,1.001,,10/12/2017,01:00,1.45,28.87,,
12/12/2017,17:57,3.52,29.284,3.083,1,,10/12/2017,01:05,1.53,28.87,,
12/12/2017,18:07,3.52,29.276,3.106,1.001,,10/12/2017,01:10,2.22,28.87,,
12/12/2017,18:17,3.52,29.267,2.774,1.001,,10/12/2017,01:15,1.53,28.87,,
12/12/2017,18:27,3.52,29.276,2.725,1,,10/12/2017,01:20,1.79,28.87,,
12/12/2017,18:37,3.52,29.276,2.962,1.001,,10/12/2017,01:25,0.93,28.87,,
12/12/2017,18:47,3.52,29.276,3.052,1.002,,10/12/2017,01:30,0.76,28.87,,
12/12/2017,18:57,3.52,29.276,3.049,1.001,,10/12/2017,01:35,1.19,28.87,,
12/12/2017,19:07,3.52,29.284,3.198,1.001,,10/12/2017,01:40,0.84,28.87,,
12/12/2017,19:17,3.52,29.293,3.29,1,,10/12/2017,01:45,1.27,28.87,,
12/12/2017,19:27,3.52,29.293,3.242,1.001,,10/12/2017,01:50,1.36,28.87,,
12/12/2017,19:37,3.52,29.301,3.068,1,,10/12/2017,01:55,1.27,28.87,,
12/12/2017,19:47,3.52,29.293,3.363,1,,10/12/2017,02:00,0.75,28.87,,
12/12/2017,19:57,3.52,29.284,3.366,1.001,,10/12/2017,02:05,0.75,28.87,,
12/12/2017,20:07,3.52,29.293,3.415,1.002,,10/12/2017,02:10,0.77,28.87,,
12/12/2017,20:17,3.52,29.267,3.378,1,,10/12/2017,02:15,0.81,28.87,,
12/12/2017,20:27,3.52,29.276,3.48,1.001,,10/12/2017,02:20,0.8,28.87,,
12/12/2017,20:37,3.52,29.284,3.479,1.001,,10/12/2017,02:25,0.77,28.87,,
12/12/2017,20:47,3.52,29.293,3.402,0.999,,10/12/2017,02:30,0.77,28.87,,
12/12/2017,20:57,3.52,29.276,3.255,1,,10/12/2017,02:35,0.81,28.87,,
12/12/2017,21:07,3.52,29.284,3.452,1,,10/12/2017,02:40,0.83,28.87,,
12/12/2017,21:17,3.52,29.267,3.264,1,,10/12/2017,02:45,0.82,28.87,,
12/12/2017,21:27,3.52,29.258,3.362,1.001,,10/12/2017,02:50,0.81,28.87,,
12/12/2017,21:37,3.52,29.258,3.368,1,,10/12/2017,02:55,0.81,28.87,,
12/12/2017,21:47,3.52,29.233,3.393,1,,10/12/2017,03:00,0.81,28.87,,
12/12/2017,21:57,3.52,29.267,3.468,1,,10/12/2017,03:05,0.82,28.87,,
12/12/2017,22:07,3.52,29.25,3.452,1,,10/12/2017,03:10,0.83,28.87,,
12/12/2017,22:17,3.52,29.241,3.26,1,,10/12/2017,03:15,0.84,28.87,,
12/12/2017,22:27,3.52,29.25,3.284,1.001,,10/12/2017,03:20,0.8,28.87,,
12/12/2017,22:37,3.52,29.224,3.391,1,,10/12/2017,03:25,0.81,28.87,,
12/12/2017,22:47,3.52,29.215,3.472,1,,10/12/2017,03:30,0.78,28.87,,
12/12/2017,22:57,3.52,29.181,3.346,1.001,,10/12/2017,03:35,0.67,28.96,,
12/12/2017,23:07,3.52,29.198,3.447,1,,10/12/2017,03:40,0.71,28.96,,
12/12/2017,23:17,3.52,29.19,3.348,1.001,,10/12/2017,03:45,0.7,28.96,,
12/12/2017,23:27,3.52,29.181,3.25,1,,10/12/2017,03:50,0.73,28.96,,
12/12/2017,23:37,3.52,29.155,3.234,1.001,,10/12/2017,03:55,0.75,28.96,,
12/12/2017,23:47,3.52,29.181,3.284,1.001,,10/12/2017,04:00,0.71,28.96,,
12/12/2017,23:57,3.52,29.19,3.298,1,,10/12/2017,04:05,0.73,28.96,,
13/12/2017,0:07,3.52,29.19,3.293,1.001,,10/12/2017,04:10,0.72,28.96,,
13/12/2017,0:17,3.52,29.19,3.223,1.001,,10/12/2017,04:15,0.75,28.96,,
13/12/2017,0:27,3.52,29.164,3.234,1,,10/12/2017,04:20,0.72,28.96,,
13/12/2017,0:37,3.52,29.172,3.239,1,,10/12/2017,04:25,0.76,28.96,,
13/12/2017,0:47,3.52,29.164,3.293,1,,10/12/2017,04:30,0.72,28.96,,
13/12/2017,0:57,3.52,29.164,3.257,1.001,,10/12/2017,04:35,0.68,28.96,,
13/12/2017,1:07,3.52,29.164,3.046,1.002,,10/12/2017,04:40,0.71,29.06,,
13/12/2017,1:17,3.52,29.155,3.188,1.001,,10/12/2017,04:45,0.73,28.96,,
13/12/2017,1:27,3.52,29.155,3.174,1.001,,10/12/2017,04:50,0.77,28.96,,
13/12/2017,1:37,3.52,29.181,3.191,1.002,,10/12/2017,04:55,0.74,28.96,,
13/12/2017,1:47,3.52,29.172,3.18,1,,10/12/2017,05:00,0.79,29.06,,
13/12/2017,1:57,3.52,29.164,3.186,1,,10/12/2017,05:05,0.76,29.06,,
13/12/2017,2:07,3.52,29.164,3.219,1.001,,10/12/2017,05:10,0.73,29.06,,
13/12/2017,2:17,3.52,29.155,3.113,1.001,,10/12/2017,05:15,0.77,29.06,,
13/12/2017,2:27,3.52,29.181,2.986,1,,10/12/2017,05:20,0.8,29.06,,
13/12/2017,2:37,3.52,29.172,3.103,1.002,,10/12/2017,05:25,0.82,29.06,,
13/12/2017,2:47,3.52,29.164,2.717,1.001,,10/12/2017,05:30,0.82,29.15,,
13/12/2017,2:57,3.52,29.172,2.692,1.001,,10/12/2017,05:35,0.83,29.06,,
13/12/2017,3:07,3.52,29.181,2.725,1.001,,10/12/2017,05:40,0.84,29.06,,
13/12/2017,3:17,3.52,29.215,3.096,1.001,,10/12/2017,05:45,0.79,29.24,,
13/12/2017,3:27,3.52,29.224,3.045,1.001,,10/12/2017,05:50,0.84,29.15,,
13/12/2017,3:37,3.52,29.241,3.125,1,,10/12/2017,05:55,1.36,29.15,,
13/12/2017,3:47,3.52,29.25,2.947,1.001,,10/12/2017,06:00,1.7,29.06,,
13/12/2017,3:57,3.52,29.267,3.088,1,,10/12/2017,06:05,0.74,29.15,,
13/12/2017,4:07,3.52,29.293,3.227,1.001,,10/12/2017,06:10,0.8,29.61,,
13/12/2017,4:17,3.52,29.327,3.229,1,,10/12/2017,06:15,0.8,29.42,,
13/12/2017,4:27,3.52,29.344,3.255,1.001,,10/12/2017,06:20,0.83,29.42,,
13/12/2017,4:37,3.52,29.319,3.028,1,,10/12/2017,06:25,1.36,29.61,,
13/12/2017,4:47,3.52,29.379,3.196,1.001,,10/12/2017,06:30,1.53,29.33,,
13/12/2017,4:57,3.52,29.482,3.537,1,,10/12/2017,06:35,0.81,29.33,,
13/12/2017,5:07,3.52,29.568,3.505,1,,10/12/2017,06:40,0.93,29.89,,
13/12/2017,5:17,3.52,29.853,3.753,1,,10/12/2017,06:45,1.19,29.79,,
13/12/2017,5:27,3.52,29.887,3.696,0.999,,10/12/2017,06:50,1.19,29.79,,
13/12/2017,5:37,3.52,29.715,3.331,1,,10/12/2017,06:55,0.93,29.79,,
13/12/2017,5:47,3.52,29.473,3.292,1,,10/12/2017,07:00,0.84,29.89,,
13/12/2017,5:57,3.52,29.379,3.334,1,,10/12/2017,07:05,0.83,29.61,,
13/12/2017,6:07,3.52,29.37,3.129,1,,10/12/2017,07:10,1.27,30.16,,
13/12/2017,6:17,3.52,29.697,3.352,1,,10/12/2017,07:15,1.36,30.16,,
13/12/2017,6:27,3.52,29.491,3.373,1,,10/12/2017,07:20,1.88,30.63,,
13/12/2017,6:37,3.52,29.577,3.388,1.002,,10/12/2017,07:25,1.27,30.44,,
13/12/2017,6:47,3.52,29.542,3.479,1.001,,10/12/2017,07:30,1.36,30.16,,
13/12/2017,6:57,3.52,29.405,3.372,0.999,,10/12/2017,07:35,0.82,29.61,,
13/12/2017,7:07,3.52,29.62,3.741,1,,10/12/2017,07:40,1.1,29.79,,
13/12/2017,7:17,3.52,29.577,3.772,1,,10/12/2017,07:45,1.79,29.98,,
13/12/2017,7:27,3.52,29.654,3.915,0.999,,10/12/2017,07:50,0.79,29.79,,
13/12/2017,7:37,3.52,29.723,3.951,1.001,,10/12/2017,07:55,0.83,30.35,,
13/12/2017,7:47,3.52,29.689,3.753,0.999,,10/12/2017,08:00,1.62,30.26,,
13/12/2017,7:57,3.52,29.577,3.539,1,,10/12/2017,08:05,1.19,29.98,,
13/12/2017,8:07,3.52,29.577,3.671,0.999,,10/12/2017,08:10,0.84,30.26,,
13/12/2017,8:17,3.52,29.559,3.424,1,,10/12/2017,08:15,0.84,29.61,,
13/12/2017,8:27,3.52,29.611,3.28,1.001,,10/12/2017,08:20,0.83,29.79,,
13/12/2017,8:37,3.52,29.637,2.821,1.002,,10/12/2017,08:25,1.36,29.98,,
13/12/2017,8:47,3.52,29.715,3.364,0.999,,10/12/2017,08:30,1.88,29.79,,
13/12/2017,8:57,3.52,29.758,3.29,1,,10/12/2017,08:35,2.22,30.16,,
13/12/2017,9:07,3.52,29.654,3.414,1,,10/12/2017,08:40,2.48,30.35,,
13/12/2017,9:17,3.52,29.706,3.492,1,,10/12/2017,08:45,2.13,29.98,,
13/12/2017,9:27,3.52,29.577,3.167,1.001,,10/12/2017,08:50,1.62,30.16,,
13/12/2017,9:37,3.52,29.732,3.189,1.001,,10/12/2017,08:55,2.56,30.07,,
13/12/2017,9:47,3.52,29.689,3.071,1,,10/12/2017,09:00,2.86,30.07,,
13/12/2017,9:57,3.52,29.706,3.013,1.001,,10/12/2017,09:05,3.08,29.7,,
13/12/2017,10:07,3.52,29.749,3.083,1,,10/12/2017,09:10,3.59,29.61,,
13/12/2017,10:17,3.52,29.835,3.321,0.999,,10/12/2017,09:15,3.83,29.79,,
13/12/2017,10:27,3.52,29.853,3.132,1,,10/12/2017,09:20,4.07,29.7,,
13/12/2017,10:37,3.52,29.87,3.145,1,,10/12/2017,09:25,1.79,29.89,,
13/12/2017,10:47,3.52,29.87,3.273,1,,10/12/2017,09:30,2.39,29.79,,
13/12/2017,10:57,3.52,29.861,3.049,1.001,,10/12/2017,09:35,2.56,29.79,,
13/12/2017,11:07,3.52,29.87,3.201,1.002,,10/12/2017,09:40,3.59,29.79,,
13/12/2017,11:17,3.52,29.801,3.62,1.002,,10/12/2017,09:45,4.55,30.07,,
13/12/2017,11:27,3.52,29.749,3.614,1.001,,10/12/2017,09:50,6.48,30.07,,
13/12/2017,11:37,3.52,29.697,3.701,0.999,,10/12/2017,09:55,7.2,30.16,,
13/12/2017,11:47,3.52,29.68,3.701,0.999,,10/12/2017,10:00,5.51,29.79,,
13/12/2017,11:57,3.52,29.646,3.857,0.999,,10/12/2017,10:05,2.39,29.79,,
13/12/2017,12:07,3.52,29.637,3.854,1,,10/12/2017,10:10,1.27,29.7,,
13/12/2017,12:17,3.52,29.594,3.766,1,,10/12/2017,10:15,2.65,29.7,,
13/12/2017,12:27,3.52,29.542,3.678,0.999,,10/12/2017,10:20,0.82,29.7,,
13/12/2017,12:37,3.52,29.482,3.613,1,,10/12/2017,10:25,0.83,29.7,,
13/12/2017,12:47,3.52,29.448,3.374,1,,10/12/2017,10:30,1.19,29.79,,
13/12/2017,12:57,3.52,29.413,3.491,0.999,,10/12/2017,10:35,1.79,29.89,,
13/12/2017,13:07,3.52,29.37,3.422,1.001,,10/12/2017,10:40,1.62,29.89,,
13/12/2017,13:17,3.52,29.37,3.381,1.001,,10/12/2017,10:45,1.88,29.79,,
13/12/2017,13:27,3.52,29.353,3.347,1,,10/12/2017,10:50,0.84,29.79,,
13/12/2017,13:37,3.52,29.353,3.341,1,,10/12/2017,10:55,0.83,29.79,,
13/12/2017,13:47,3.52,29.344,3.384,1,,10/12/2017,11:00,0.82,29.79,,
13/12/2017,13:57,3.52,29.336,3.423,1,,10/12/2017,11:05,0.8,29.79,,
13/12/2017,14:07,3.52,29.336,3.421,1.001,,10/12/2017,11:10,0.76,29.79,,
13/12/2017,14:17,3.52,29.362,3.349,1,,10/12/2017,11:15,1.02,29.79,,
13/12/2017,14:27,3.52,29.327,3.413,1,,10/12/2017,11:20,0.83,29.7,,
13/12/2017,14:37,3.52,29.344,3.452,1.001,,10/12/2017,11:25,0.83,29.7,,
13/12/2017,14:47,3.52,29.344,3.449,1,,10/12/2017,11:30,0.93,29.7,,
13/12/2017,14:57,3.52,29.327,3.557,1,,10/12/2017,11:35,1.1,29.7,,
13/12/2017,15:07,3.52,29.336,3.59,0.999,,10/12/2017,11:40,1.27,29.7,,
13/12/2017,15:17,3.52,29.31,3.5,1,,10/12/2017,11:45,0.76,29.7,,
13/12/2017,15:27,3.52,29.327,3.464,1,,10/12/2017,11:50,0.76,29.7,,
13/12/2017,15:37,3.52,29.31,3.49,1,,10/12/2017,11:55,0.84,29.79,,
